county_name,median_age,mean_savings,per_capita_income,percent_in_poverty,percent_veterans,percent_female,population_density,percent_in_nursing_homes,crime_index_PC,state,vote_for_dems_before,clinton_win
Brown,39,235124,16479,13.5,14.51,52.14,3,12.16,208,NE,FALSE,FALSE
Buffalo,28.6,116476,16770,11.1,10.01,51.22,39.7,9.06,426,NE,FALSE,FALSE
Burt,38.8,130871,16415,13.3,14.16,51.48,16,25.08,135,NE,FALSE,FALSE
Butler,37,174241,18249,8.9,12.1,50.21,14.9,18.16,168,NE,FALSE,FALSE
Cass,33.4,79782,18111,8.5,11.4,50.23,39.5,10.23,275,NE,FALSE,FALSE
Cedar,34.5,123066,15449,9.9,13.04,50.26,13.6,17.23,71,NE,FALSE,FALSE
Chase,36.8,207065,19659,11.1,13.05,51,4.8,20,128,NE,FALSE,FALSE
Cherry,36.1,159102,14653,15.4,12.33,50.32,1.1,10.16,103,NE,FALSE,FALSE
Cheyenne,35.9,122912,19237,10.8,12.51,51.59,7.9,10,283,NE,FALSE,FALSE
Clay,37.3,110154,18824,10.7,13.15,51.25,12.6,19.44,132,NE,FALSE,FALSE
Colfax,35.3,166346,17689,10.2,13.01,50.36,22.7,13.17,254,NE,FALSE,FALSE
Cuming,36.8,218698,20412,8.7,13.39,50.48,17.5,16.9,119,NE,FALSE,FALSE
Custer,39.1,119115,18973,13.7,12.21,51.6,4.8,19.35,161,NE,FALSE,FALSE
Dakota,31.2,57133,15562,11.4,11.04,50.29,65.2,13.37,314,NE,TRUE,FALSE
Dawes,30.6,130456,14369,18.2,13.21,51.17,6.4,11.8,455,NE,FALSE,FALSE
Dawson,36.1,135047,17593,11.9,12.35,51.16,21.4,11.32,522,NE,FALSE,FALSE
Deuel,38.9,141277,18647,7.6,14.23,50.3,5,3.18,91,NE,FALSE,FALSE
Dixon,36.9,106279,16977,10.5,13.19,51.07,13,18.39,98,NE,FALSE,FALSE
Dodge,35.5,135358,17781,10.2,13.14,52.13,64.7,18.29,363,NE,FALSE,FALSE
Douglas,31.8,111251,22446,12.3,12.44,52.19,1286.7,6.16,435,NE,FALSE,FALSE
Dundy,39,91716,21828,8.9,11.36,51.48,2.7,25.6,176,NE,FALSE,FALSE
Fillmore,38.3,204534,24100,9,13.8,51.36,12.1,27.26,99,NE,FALSE,FALSE
Franklin,42.6,167041,17645,11.1,12.35,52.01,6.8,26.04,110,NE,FALSE,FALSE
Frontier,37.3,145503,15029,10.1,13.29,50.1,3.2,14.52,300,NE,FALSE,FALSE
Furnas,42.4,189509,18469,10.4,13.14,52.28,7.9,32.33,175,NE,FALSE,FALSE
Gage,37.2,108536,18099,11.5,12.32,52.35,26.7,17.19,301,NE,FALSE,FALSE
Garden,41.9,183630,18222,12.5,16.22,52.37,1.3,31.27,265,NE,FALSE,FALSE
Gosper,40.7,106030,19261,6.2,11.8,49.24,4.4,28,281,NE,FALSE,FALSE
Greeley,36.6,148573,16342,12.6,14.23,51.32,5.3,24.07,7,NE,FALSE,FALSE
Hall,33.2,105915,17873,11.4,13.37,51.33,91,22.31,655,NE,FALSE,FALSE
Hamilton,35.2,159736,18969,8.1,13.36,51.01,16.6,22.44,193,NE,FALSE,FALSE
Harlan,41.1,181403,18589,12,13.21,52.17,6.7,14.05,278,NE,FALSE,FALSE
Hitchcock,37.5,92222,16929,11.5,14.08,51.19,5.1,16.23,44,NE,FALSE,FALSE
Holt,34.4,157841,17763,13,13.23,50.41,5.2,19.6,87,NE,FALSE,FALSE
Howard,37.2,106900,14689,10.6,13.09,51.03,10.9,10.48,158,NE,FALSE,FALSE
Jefferson,39.9,162142,18965,10.8,14.17,51.57,15,10.58,183,NE,FALSE,FALSE
Johnson,40.5,93291,17103,9.1,12.33,51.7,12.2,33.23,100,NE,FALSE,FALSE
Kearney,35.7,191580,19662,7.8,12.3,50.35,12.8,16.36,256,NE,FALSE,FALSE
Keith,36.6,183240,15862,9.9,16.27,51.3,7.9,10.04,410,NE,FALSE,FALSE
Kimball,38.2,171378,19083,10.1,16.38,51.33,4.2,17.25,353,NE,FALSE,FALSE
Knox,40.6,136369,15972,14.9,14.49,51.12,8.6,23.37,62,NE,FALSE,FALSE
Lancaster,30.7,94036,19483,9,11.22,51.12,262.4,7.41,751,NE,FALSE,FALSE
Lincoln,34.6,90295,17379,12,15.21,51.27,12.9,8.35,550,NE,FALSE,FALSE
Madison,32.2,121073,17293,10.4,12.26,51.01,57.8,19.06,367,NE,FALSE,FALSE
Merrick,36.2,100898,15604,8.9,14.48,50.37,16.7,16.54,244,NE,FALSE,FALSE
Morrill,37.4,99292,19454,14.6,13.09,50.27,3.7,10.38,164,NE,FALSE,FALSE
Nance,36.3,161679,17655,11.8,14.19,50.32,9.7,19.24,98,NE,FALSE,FALSE
Nemaha,35.1,145113,17650,11.3,13.12,50.34,19.3,13.04,91,NE,FALSE,FALSE
Nuckolls,40.3,183395,17845,11.7,14.27,52.14,9.7,21.29,43,NE,FALSE,FALSE
Otoe,38.2,127641,17557,10,12.25,52.09,23.4,23.26,193,NE,FALSE,FALSE
Pawnee,44.1,107366,19491,12.3,16.24,52.38,7.4,20.09,109,NE,FALSE,FALSE
Perkins,37.7,146028,20474,8.7,12.21,50.32,3.6,17.28,109,NE,FALSE,FALSE
Phelps,36,215327,20617,8.5,11.41,52.13,18.1,19.07,215,NE,FALSE,FALSE
Pierce,35.4,107338,16388,10,12.38,50.9,13.6,17.56,114,NE,FALSE,FALSE
Platte,32.1,133726,18335,8.8,11.8,51.13,44.4,6.28,327,NE,FALSE,FALSE
Polk,39.4,157607,20835,6.9,16.07,51.07,12.5,28.36,189,NE,FALSE,FALSE
Red Willow,35,172497,17437,12.6,13.31,52.25,15.9,17.28,209,NE,FALSE,FALSE
Richardson,39.7,146801,17582,13.6,14.16,52.35,17.9,28.48,126,NE,FALSE,FALSE
Saline,35.7,151886,17891,8.1,12.59,51.37,22.1,23.08,199,NE,TRUE,TRUE
Sarpy,28.6,30502,16723,4.8,9.29,50.33,445,3.21,269,NE,FALSE,FALSE
Saunders,35.1,106163,16526,8.2,12.31,50.29,24.5,12.49,199,NE,FALSE,FALSE
Scotts Bluff,35.1,138854,17399,16.3,12.11,52.12,49.5,9.48,416,NE,FALSE,FALSE
Seward,33.1,131004,18373,7.8,10.03,50.27,27.3,18.23,208,NE,FALSE,FALSE
Sheridan,38.1,207538,15639,17.1,14.15,51.04,2.7,19.19,324,NE,FALSE,FALSE
Sherman,38.6,97457,15990,12.7,12.14,50.14,6.5,17.16,168,NE,FALSE,FALSE
Stanton,31.6,77339,16255,10.6,12.16,50.22,14.4,13.14,118,NE,FALSE,FALSE
Thayer,41.8,215008,20227,11.8,14.17,51.53,11.5,36.31,170,NE,FALSE,FALSE
Thurston,29.9,72274,12547,23.9,10.44,50.56,17.8,8.11,27,NE,TRUE,FALSE
Valley,39.7,169568,17543,11.3,12.4,52.35,8.8,13,220,NE,FALSE,FALSE
Washington,34.8,104278,19841,6,11.54,51.27,43.5,10.41,159,NE,FALSE,FALSE
Wayne,28.6,161693,15414,10.2,11.48,51.48,21.4,9.16,157,NE,FALSE,FALSE
Webster,43.8,131919,19654,11.4,14.19,52.18,7.3,27.38,190,NE,FALSE,FALSE
York,34.8,167204,19617,8.3,12.01,51.42,25.2,14.14,237,NE,FALSE,FALSE
Churchill,33,54361,16760,9.4,12.22,49.57,3.8,7.38,210,NV,FALSE,FALSE
Clark,33.1,68982,21136,12.4,9.18,49.28,106.4,2.24,645,NV,FALSE,TRUE
Elko,29.4,55995,19495,7.1,7.6,47.19,2.2,4.19,135,NV,FALSE,FALSE
Humboldt,30.6,59016,19552,8.9,11.12,46.25,1.5,1.32,437,NV,FALSE,FALSE
Lincoln,33.4,55900,19409,11.7,13.45,48.59,0.4,4.08,195,NV,FALSE,FALSE
Mineral,33.9,28548,18849,12,17.02,49.04,1.7,3.23,302,NV,FALSE,FALSE
Pershing,31.7,46030,16713,11.5,12.02,48.59,0.7,5.45,330,NV,FALSE,FALSE
Washoe,33.6,74846,25635,10.3,12.43,49.22,42.3,2.58,672,NV,FALSE,FALSE
White Pine,33.8,77913,16202,13.1,14.03,42.9,1.1,9.06,292,NV,FALSE,TRUE
Belknap,35,327044,20126,8.5,13.07,51.07,122.4,10.14,363,NH,FALSE,FALSE
Carroll,36.9,133194,22291,11.6,12.1,51.19,38.8,8.01,294,NH,FALSE,FALSE
Cheshire,33.4,125611,19810,8.7,13.13,52.06,99.6,5.59,242,NH,FALSE,TRUE
Grafton,32.2,139247,21748,10.8,11.28,51.07,44.3,9.37,291,NH,FALSE,TRUE
Hillsborough,32.2,114644,22684,8.7,12.18,51.12,388,6.02,329,NH,FALSE,FALSE
Merrimack,33.5,154456,22294,8.2,12.22,51.27,128.4,9.41,263,NH,FALSE,TRUE
Rockingham,32.6,82021,23296,6.4,12.24,50.48,353.4,5.05,244,NH,FALSE,FALSE
Strafford,30.5,87996,18620,9.6,11.15,51.51,280.9,4.7,312,NH,FALSE,TRUE
Sullivan,35.3,95526,19379,11.2,14.22,51.04,71.3,7.31,259,NH,FALSE,TRUE
Atlantic,34,63957,24178,12.7,11.6,52.28,408.8,6.31,983,NJ,FALSE,TRUE
Bergen,37.6,175960,33763,5.7,14.48,52.24,3561.5,4.25,318,NJ,FALSE,FALSE
Burlington,33,75572,23582,6.4,13.39,50.53,489.4,5.56,322,NJ,FALSE,TRUE
Camden,32.8,82318,21701,13.9,12.49,52.16,2277.6,5.03,624,NJ,FALSE,TRUE
Cape May,37.7,80890,22271,10.6,12.26,52.11,380.9,7.03,735,NJ,FALSE,FALSE
Cumberland,33.3,57132,18860,15.8,10.49,51.19,284.3,8.4,656,NJ,FALSE,TRUE
Essex,33.4,150752,26413,19.3,12.02,53.2,6114,5.13,952,NJ,TRUE,TRUE
Gloucester,32.5,64133,19871,7.6,11.29,51.36,727.3,5.26,399,NJ,FALSE,TRUE
Hudson,33.1,102236,21180,18.2,10.01,52.08,11845.8,3.38,712,NJ,TRUE,TRUE
Hunterdon,35.2,119068,30078,3.2,10.48,50.35,259.7,3.24,157,NJ,FALSE,FALSE
Mercer,34.1,142775,28333,9.3,12.37,51.59,1448.2,5.33,562,NJ,TRUE,TRUE
Middlesex,33.4,125119,25130,7.1,12.15,51.13,2198,4.09,433,NJ,FALSE,TRUE
Monmouth,35,115329,27251,7.5,12.28,52.07,1201.1,6.07,374,NJ,FALSE,FALSE
Morris,35.3,147616,33375,4,13.07,52.58,910.7,6.01,257,NJ,FALSE,FALSE
Ocean,38.5,116569,22265,7.6,11.05,53.19,696.2,8.33,373,NJ,FALSE,FALSE
Passaic,33.4,121925,21824,13.3,11.11,52.05,2464.3,6.07,537,NJ,FALSE,FALSE
Salem,35.1,73150,20939,11,14.15,52.15,193,12.32,339,NJ,FALSE,FALSE
Somerset,34.8,145479,35536,4,12.32,51.03,820.5,6.39,336,NJ,FALSE,FALSE
Sussex,32.9,84961,22586,4.6,11.57,50.31,258.3,6.01,206,NJ,FALSE,FALSE
Union,35.8,161845,27812,9.5,13.31,52.26,4774.4,4.08,545,NJ,FALSE,TRUE
Warren,34.4,118336,21587,6.4,12.45,51.56,261.5,6.34,205,NJ,FALSE,FALSE
Bernalillo,32.2,83936,18684,18,12.39,51.05,428,3.23,785,NM,FALSE,TRUE
Colfax,35.5,128145,15060,18.4,14.02,50.11,3.5,6.31,372,NM,TRUE,TRUE
Curry,29,88656,14249,20.1,9.56,51.14,32.5,4.55,30,NM,FALSE,FALSE
Eddy,33.4,98257,15108,19.7,10.9,51.29,12.3,8.09,174,NM,FALSE,TRUE
Grant,33.2,64414,12701,22.6,11.55,51.07,7.2,10.03,540,NM,TRUE,TRUE
Lea,30.2,68951,14230,23.2,11.58,50.56,12.9,6.03,641,NM,FALSE,FALSE
Lincoln,37.1,95544,16578,20.3,12.11,50.48,2.7,5.57,526,NM,FALSE,FALSE
Los Alamos,37.8,174882,27619,1.9,15.05,49.42,165.4,3.09,197,NM,FALSE,FALSE
Luna,36.7,57060,11823,34.3,10.35,52.25,6.7,3.38,524,NM,FALSE,TRUE
McKinley,25.4,37632,9624,38.7,6.14,52.05,11.9,3.16,432,NM,TRUE,TRUE
Otero,29,38795,13740,18.3,10.39,49.48,7.8,4.12,338,NM,FALSE,FALSE
Quay,37,97989,14378,27.7,12.44,51.45,3.7,5.35,565,NM,FALSE,FALSE
Roosevelt,28.8,60544,14162,27.4,9.12,51.17,7.1,3.39,387,NM,FALSE,FALSE
Sandoval,30.8,26453,14378,14.8,6.33,51.14,18.5,2.07,189,NM,FALSE,TRUE
San Juan,28.1,64687,13306,22.3,9.21,51.24,17.2,2.37,479,NM,FALSE,FALSE
San Miguel,30.5,54304,10939,30.5,9.34,50.02,5.6,9.27,44,NM,TRUE,TRUE
Sierra,51,71204,13363,23.1,13.46,51.33,2.4,24.5,784,NM,FALSE,TRUE
Socorro,30,56037,11607,31.2,10.16,49.28,2.3,4.33,456,NM,FALSE,TRUE
Taos,33.9,62117,12172,26.6,9.34,51.32,10.9,0.08,361,NM,TRUE,TRUE
Union,37,149828,15837,19.8,16.13,51.39,1,18,200,NM,FALSE,FALSE
Valencia,31.5,50718,13924,21,15.56,50.15,45.2,2.15,459,NM,FALSE,TRUE
Albany,33.9,176010,23528,11.3,13,52.51,558.6,7.46,534,NY,TRUE,TRUE
Allegany,31.1,57474,13417,18.4,12.15,50.34,49.7,7.39,267,NY,FALSE,FALSE
Broome,34.1,90135,19155,12.4,14.04,52.19,300.3,7.39,328,NY,TRUE,TRUE
Cattaraugus,33.2,87907,15252,16,13.27,51.44,65.3,6.05,306,NY,FALSE,FALSE
Cayuga,33.1,87615,16098,13.6,12.16,50.12,119.4,6.06,287,NY,FALSE,TRUE
Chautauqua,34.3,80771,16025,17.1,14.31,51.54,133.7,8.58,376,NY,FALSE,TRUE
Chemung,34.2,79970,17248,13.9,14.29,51.39,233.2,4.28,426,NY,FALSE,FALSE
Chenango,33.9,76609,15722,14.5,12.45,51.08,58.5,8.57,255,NY,FALSE,FALSE
Clinton,29.9,77526,15497,14.3,10.49,49.06,82.4,6.01,245,NY,FALSE,FALSE
Columbia,36.5,116650,18599,11.7,13.15,51.22,99.6,8.23,297,NY,FALSE,FALSE
Cortland,30.3,90308,15672,14,11.2,52.19,98.9,6.3,429,NY,FALSE,TRUE
Delaware,35.6,89845,14777,15.1,12.28,51.17,32.8,7.16,226,NY,FALSE,FALSE
Dutchess,33.4,83492,22518,8,13.17,50.19,327.6,5.01,340,NY,FALSE,FALSE
Erie,34.7,127789,19716,15.4,14.24,52.31,,6.13,586,NY,TRUE,TRUE
Essex,35,59965,16693,15,13.9,48.56,,8.26,245,NY,FALSE,FALSE
Franklin,32.8,69475,13989,17.5,11.08,47.18,29.7,4.23,218,NY,FALSE,TRUE
Fulton,35.2,82657,16327,14.1,14.03,52.08,109.6,6.32,381,NY,FALSE,FALSE
Genesee,33.3,80164,17553,9.5,13.28,51.31,123.3,7.49,292,NY,FALSE,FALSE
Greene,35.5,112945,16281,12.8,12.24,49.06,71.6,5.58,304,NY,FALSE,FALSE
Herkimer,35.3,88278,15153,13.6,13.44,52.03,47,7.23,191,NY,FALSE,FALSE
Jefferson,29.2,82241,15513,14.9,,48.32,89.4,6.39,250,NY,FALSE,FALSE
Kings,32.3,100509,,31.6,8.11,53.19,32360.3,4.13,2792,NY,TRUE,TRUE
Lewis,31.5,58740,14125,13.9,10.38,50.03,21.4,5.24,109,NY,FALSE,FALSE
Livingston,31.2,67816,16841,10.5,10.14,51.4,101.2,6.17,279,NY,FALSE,FALSE
Madison,31,73682,17078,11.3,10.44,51.11,108.4,4.46,248,NY,FALSE,FALSE
Monroe,33,138850,22766,11.8,12.16,52.27,1099,7.15,619,NY,FALSE,TRUE
Montgomery,36.6,108226,16933,13.1,14,52.31,128.7,8.27,191,NY,TRUE,TRUE
Nassau,36.6,221488,32189,6,15.31,52.09,4520.6,4.08,312,NY,FALSE,TRUE
Niagara,34.6,109591,18045,12.6,14.14,52.39,422.9,6.43,448,NY,TRUE,TRUE
Oneida,33.8,112304,17302,14.2,13.16,50.29,208.1,9.36,363,NY,FALSE,FALSE
Onondaga,32.8,113707,20137,12.2,12.5,52.04,607.3,6.31,451,NY,FALSE,TRUE
Ontario,34.1,70229,19637,9.3,12.54,51.25,151.6,4.21,261,NY,FALSE,FALSE
Orange,31.9,89109,19530,11.7,11.27,50.25,386.6,4.13,330,NY,FALSE,FALSE
Orleans,32.5,58902,15347,11.9,11.29,49.39,111.7,6.38,303,NY,FALSE,FALSE
Oswego,30.5,62279,16777,13.5,11.31,51.18,130.5,4.53,293,NY,FALSE,FALSE
Otsego,33.1,91377,16225,13.5,11.13,52.15,61,6.27,206,NY,FALSE,TRUE
Putnam,33.7,78450,24514,4.5,12.55,50.38,375.8,2.16,193,NY,FALSE,FALSE
Rensselaer,32.8,93024,18797,11.9,13.19,51.29,239,5.03,365,NY,FALSE,TRUE
Rockland,34.1,123677,26381,8.9,12.29,51.46,1549.4,4.21,266,NY,FALSE,TRUE
St. Lawrence,30.8,62791,13993,18.2,11.16,49.3,42.6,7.01,335,NY,FALSE,TRUE
Saratoga,32.8,63146,20179,7.6,10.9,50.58,231.4,3.32,274,NY,FALSE,FALSE
Schenectady,35.6,82056,21765,9.8,14.15,52.32,729.7,6.3,440,NY,TRUE,TRUE
Schoharie,33.5,77529,15116,13.3,11.16,51.05,52.9,4.17,209,NY,FALSE,FALSE
Schuyler,34.7,49046,13896,13.2,12.21,50.41,57.5,6.35,264,NY,FALSE,FALSE
Seneca,34.7,69156,17072,10.9,13.2,51.06,103.1,7.13,213,NY,FALSE,TRUE
Steuben,34.4,65749,17401,14.8,14.28,51.19,71.9,4.51,338,NY,FALSE,FALSE
Suffolk,33.5,117987,23776,7.5,13.29,51.44,1465,4.21,443,NY,FALSE,FALSE
Sullivan,34.8,94056,18725,15.9,13.33,49.13,72.8,4.15,411,NY,FALSE,TRUE
Tioga,33,55137,16878,10.9,13.16,51.02,102.6,5.39,224,NY,FALSE,FALSE
Tompkins,27.2,56345,16235,13.6,8.52,50.04,200.6,5.38,493,NY,TRUE,TRUE
Ulster,34.4,87712,19453,11.1,12.38,50.15,149.8,4.16,303,NY,FALSE,TRUE
Warren,34.4,120103,19350,10.9,13.08,52.22,69.6,6.18,476,NY,FALSE,FALSE
Washington,33,65432,14676,11.9,11.27,49.07,72.3,6.38,223,NY,FALSE,FALSE
Wayne,32.9,60870,18188,10,11.14,51.01,151.1,4.28,327,NY,FALSE,FALSE
Westchester,36.2,195210,35123,8.8,13.33,53.05,2038.1,7.18,378,NY,FALSE,TRUE
Wyoming,32.4,86637,14253,11.7,11.33,46.09,73.5,5.55,270,NY,FALSE,FALSE
Yates,34.8,65220,14712,15.4,12.19,51.47,68.6,5.34,208,NY,FALSE,FALSE
Adams,39.3,134097,17226,11.4,13.33,50.46,3,29.07,90,ND,FALSE,FALSE
Barnes,36.6,130750,16530,14,13.42,51.11,8.2,13.17,181,ND,FALSE,FALSE
Bottineau,37.9,170458,18011,12.6,13.09,50.04,4.6,20.01,143,ND,FALSE,FALSE
Bowman,37.2,221156,19262,10.5,13.38,51.18,2.9,19.12,194,ND,FALSE,FALSE
Burleigh,32,86692,18761,9.9,11.07,51.42,38.2,7.16,389,ND,FALSE,FALSE
Cass,30,91817,19168,9.4,10.34,50.12,60.4,7.28,411,ND,FALSE,FALSE
Cavalier,38.9,161567,19626,10.5,14.07,50.26,3.8,17.07,177,ND,FALSE,FALSE
Dickey,37.4,99090,16951,15.4,13.25,50.46,5.2,29.15,85,ND,FALSE,FALSE
Divide,43.9,190244,18245,10.2,17.3,50.29,2.1,30.03,67,ND,TRUE,TRUE
Dunn,35.1,83867,13124,14.2,12.38,49.11,1.9,15.13,31,ND,FALSE,FALSE
Eddy,40.5,58231,15773,11.2,13.21,50.54,4.6,30.06,159,ND,FALSE,FALSE
Emmons,40.4,174846,15487,13.1,10.27,49.17,3,14.13,87,ND,FALSE,FALSE
Foster,37.6,160329,18324,11.3,13.32,51.29,6,26.05,32,ND,FALSE,FALSE
Grand Forks,27.3,72608,16000,12.5,9.28,49.25,49.3,6.01,480,ND,FALSE,FALSE
Grant,39.9,111482,13451,18.8,12.15,49.15,2,7.58,21,ND,FALSE,FALSE
Griggs,41,181881,17253,12.4,14.24,50.38,4.5,16.03,50,ND,FALSE,FALSE
Hettinger,40.5,121609,16993,14.2,13.03,50.34,2.8,16.25,13,ND,FALSE,FALSE
Kidder,38.6,116675,14018,15.8,11.13,48.54,2.4,14.38,128,ND,FALSE,FALSE
Logan,42.4,194663,17044,13.7,11.36,49.21,2.7,15.56,182,ND,FALSE,FALSE
McHenry,39.3,92275,14342,15.5,14.17,49.03,3.4,8.02,114,ND,FALSE,FALSE
McIntosh,48.7,179663,17843,13.2,10.45,52.26,3.9,38.42,63,ND,FALSE,FALSE
McKenzie,33,112893,16443,17.1,15,49.34,2.2,8.03,130,ND,FALSE,FALSE
McLean,37.3,114932,17465,12.5,13.29,50.05,4.7,15.4,98,ND,FALSE,FALSE
Mercer,32.4,92305,19072,7.7,12.15,50.07,9.1,9.35,197,ND,FALSE,FALSE
Morton,33.1,86837,15493,11.9,12.25,50.44,12.2,12.02,426,ND,FALSE,FALSE
Mountrail,35.9,131050,17465,16.5,12.5,50.27,3.7,26.14,78,ND,TRUE,TRUE
Pembina,36.7,155822,21502,10.5,13.28,50.49,8,13.22,106,ND,FALSE,FALSE
Pierce,40.2,140621,18863,12.9,10.17,50.42,4.7,24.58,252,ND,FALSE,FALSE
Ramsey,35.1,111487,17949,13.7,11.53,51.32,10.5,15.6,359,ND,FALSE,FALSE
Ransom,38.6,129002,16084,10.3,14.39,48.38,6.8,,71,ND,TRUE,TRUE
Renville,37.2,72643,18317,8.5,13,50.22,,20.07,227,ND,FALSE,FALSE
Richland,32.4,94974,15357,12.1,11.37,,12.5,10.56,57,ND,FALSE,FALSE
Rolette,26.7,60683,11923,33.8,,50.7,14.5,7.18,66,ND,TRUE,TRUE
Sargent,37.6,124807,20108,,12.22,48.54,5.1,12.05,112,ND,TRUE,TRUE
Stark,31.7,89525,,13.4,11.08,51.23,17,11.15,245,ND,FALSE,FALSE
Stutsman,,,16998,12.4,12.32,51.12,9.8,11.32,237,ND,FALSE,FALSE
Towner,38,146935,19670,12.7,12.35,50.28,3.3,23.34,15,ND,TRUE,TRUE
,35.7,161479,17667,12.4,12.45,51.25,10,24.07,92,ND,FALSE,FALSE
Walsh,,151209,18900,13.1,11.5,50.23,10.4,15.29,305,ND,FALSE,FALSE
,29.3,95261,16679,12,11.08,50.21,28.6,7.13,367,ND,FALSE,FALSE
Wells,,221975,18655,12.8,12.11,51.6,4.4,20.54,123,ND,FALSE,FALSE
Williams,,122161,16604,13.4,13.32,51.01,10,9.52,273,ND,FALSE,FALSE
Adams,,61507,11918,23.2,10.18,51.22,45.2,8.13,0,OH,FALSE,FALSE
Allen,,77664,17325,13.7,13.09,50.3,271.7,10.2,412,OH,FALSE,FALSE
Ashland,,69013,15617,10.2,12.35,51.19,114.5,8.02,191,OH,FALSE,FALSE
Ashtabula,34.4,47780,15158,16.8,14.12,51.6,143.4,12.44,327,OH,TRUE,TRUE
Athens,,53199,12355,23.4,10.33,51.06,117.6,5.17,168,OH,TRUE,TRUE
Auglaize,32.8,91642,17917,7.1,11.26,51.18,114.4,11.16,226,OH,FALSE,FALSE
Belmont,,80650,15345,17.4,16.25,52.9,131.8,10.01,61,OH,TRUE,TRUE
Butler,31.5,54479,,9.9,11.23,52.03,651.2,7.11,433,OH,FALSE,FALSE
Carroll,34.3,61371,14315,13.5,12.13,50.8,68.9,4.26,31,OH,FALSE,TRUE
Champaign,34.3,68483,17395,10.3,11.09,51.15,85.6,10.49,241,OH,FALSE,FALSE
Clark,34.3,67435,17820,14.4,14.36,52.35,369.5,9.23,621,OH,FALSE,TRUE
Clermont,31.2,38126,17084,9.4,11.09,51.28,349,6.08,343,OH,FALSE,FALSE
Clinton,32.7,70646,16549,11.8,11.33,51.35,89.3,7.6,286,OH,FALSE,FALSE
Columbiana,35,61363,14878,16.3,15.15,52.11,207.1,6.1,88,OH,TRUE,TRUE
Coshocton,34.7,71493,14790,14.3,13.3,51.57,,10.09,208,OH,FALSE,TRUE
Crawford,34.5,68674,15581,13.3,13.12,52.07,,8.09,180,OH,FALSE,FALSE
Cuyahoga,34.9,102954,22745,18.1,14.36,,3078.1,6.08,484,OH,TRUE,TRUE
Darke,33.9,103903,16518,9.7,12.39,51.47,89.7,10.21,193,OH,FALSE,FALSE
Defiance,32.6,79202,17588,9,12.17,,96.1,8.28,318,OH,FALSE,FALSE
Delaware,33.4,47619,23025,6.5,9.46,50.48,160.9,5.18,250,OH,FALSE,FALSE
Erie,34.9,80022,19057,11.5,14.25,51.35,304.1,11.25,483,OH,FALSE,TRUE
Fayette,34.8,61460,14835,15.1,11.35,51.41,68.6,15.23,150,OH,FALSE,FALSE
Franklin,30.8,110783,20785,13.4,11.29,52.1,1833,5.18,753,OH,FALSE,FALSE
Fulton,32.5,105934,17660,7.4,10.09,51.11,97.6,8.21,269,OH,FALSE,FALSE
Gallia,33.5,94812,13961,21.2,,51.04,68.9,6.44,134,OH,FALSE,FALSE
Geauga,34.5,54999,,,11.45,50.49,205.9,4.02,102,OH,FALSE,FALSE
Greene,32.4,55472,18890,9.3,12.48,51.23,336.2,8.39,374,OH,FALSE,FALSE
Guernsey,,56429,13959,18.8,14.25,52.27,75.5,7.11,224,OH,FALSE,TRUE
Hamilton,,122764,22932,14.5,13.23,52.58,2138.4,8.22,616,OH,FALSE,FALSE
Hardin,,66279,13906,14.7,11.6,51.28,66.3,10.37,99,OH,FALSE,FALSE
Harrison,36.8,,13604,18.7,13.3,51.57,39.6,3.03,164,OH,TRUE,TRUE
Henry,33,80964,,7.9,12.29,51.25,70.8,7.04,113,OH,FALSE,FALSE
Highland,34.2,88514,13609,,11.08,51.38,67.2,6.8,165,OH,FALSE,FALSE
Hocking,34.3,57148,13761,,12.07,50.36,62.9,7.26,251,OH,FALSE,TRUE
Huron,32.1,78906,16814,11.4,,51.23,116.6,6.42,199,OH,FALSE,FALSE
Jefferson,37.6,92310,15942,17.1,17.44,53.04,193.8,6.17,209,OH,TRUE,TRUE
Lake,34.3,71140,20387,7.3,,51.36,962.8,6.16,244,OH,FALSE,FALSE
Lawrence,34.2,37683,13913,21.4,13.28,52.34,138.1,8.2,48,OH,FALSE,TRUE
Licking,33.5,60447,17589,11.6,13.03,,192,8.03,227,OH,FALSE,FALSE
Logan,33.7,62210,17387,12.1,11.23,,95.5,10.22,211,OH,FALSE,FALSE
Lorain,32.8,53201,17467,11.7,13.01,51.08,560.7,7.35,299,OH,TRUE,TRUE
Lucas,32.5,78202,19417,16.7,13.09,52.23,1352.8,6.05,770,OH,TRUE,TRUE
Madison,32.3,47020,15040,10.6,11.37,45.11,83.6,5.03,60,OH,FALSE,FALSE
Mahoning,36.3,72789,17436,17.4,16.06,52.7,638.6,8.28,371,OH,TRUE,TRUE
Marion,33.6,60413,15988,14.5,13.53,50.28,159.4,8.26,353,OH,FALSE,FALSE
Medina,33.3,52751,19344,5.8,11.57,51.14,304.1,8.03,39,OH,FALSE,FALSE
Miami,34.3,62726,18555,9.3,12.54,51.31,233.2,7.37,293,OH,FALSE,FALSE
Monroe,36.5,45984,14137,18.3,14.15,51.18,33.6,9.15,82,OH,TRUE,TRUE
Montgomery,33.3,86894,20030,13.9,13.4,52.01,1248.6,5.09,602,OH,FALSE,TRUE
Morgan,34.1,69620,14512,19.5,13.33,51.49,34.2,14.13,83,OH,FALSE,FALSE
Morrow,33,32480,13227,12.8,10.59,50.31,70.3,6.26,60,OH,FALSE,FALSE
